dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,51.2151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018626503,NA,NA,21.3,12.8,0.279,0.222,NA,NA,5.14,NA,NA,NA,243.7,283.84,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,16.1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018626503,NA,NA,21.1,12.15,0.282,0.197,NA,NA,1.724,NA,NA,NA,161,178.024,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,74.1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059395736,NA,NA,23,7.3,0.475,0.31,NA,NA,10.71,NA,NA,NA,507.7,591.91,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Apocynaceae,Trachelospermum asiaticum,EA,NA,15.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,1.127,NA,NA,NA,NA,9.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,12.9827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002903334,NA,NA,9.8,3.75,0.1464,0.0793,NA,NA,0.894,NA,NA,NA,19.45,24.194,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus sessilifolia,EA,NA,6.3429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006489596,NA,NA,14,8.5,0.331,0.1677,NA,NA,0.505,NA,NA,NA,99.6,108.105,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Apocynaceae,Trachelospermum asiaticum,EA,NA,6.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,0.472,NA,NA,NA,NA,2.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Moraceae,Ficus nipponica,EA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,74.7791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028952918,NA,NA,23.3,14.7,0.436,0.279,NA,NA,9.98,NA,NA,NA,410,463.98,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Castanopsis cuspidata,EA,NA,122.7824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055154586,NA,NA,22.2,11.7,0.473,0.347,NA,NA,14.64,NA,NA,NA,467.8,624.04,141.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,117.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05853494,NA,NA,23.3,8.7,0.436,0.331,NA,NA,14.48,NA,NA,NA,560.8,776.58,201.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Apocynaceae,Trachelospermum asiaticum,EA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,1.014,NA,NA,NA,NA,10.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,22.4216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005089576,NA,NA,8.3,2.85,0.126,0.0815,NA,NA,1.47,NA,NA,NA,19,25.87,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,41.0923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035298935,NA,NA,22.3,12.3,0.391,0.273,NA,NA,5.49,NA,NA,NA,412.3,490.09,72.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,14.8201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002164754,NA,NA,8.95,3.9,0.1044,0.078,NA,NA,1.06,NA,NA,NA,10.9,13.86,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Theaceae,Camellia sasanqua,EA,NA,15.7106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002893792,NA,NA,5.85,1.1,0.0761,0.0544,NA,NA,0.963,NA,NA,NA,5.2,9.233,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,25.3377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014957123,NA,NA,22,13.6,0.322,0.224,NA,NA,3.37,NA,NA,NA,243.2,268.47,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Apocynaceae,Trachelospermum asiaticum,EA,NA,9.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA,3.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Castanopsis cuspidata,EA,NA,70.7057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049875925,NA,NA,20.3,6.8,0.332,0.262,NA,NA,8,NA,NA,NA,230.5,395.2,156.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Apocynaceae,Trachelospermum asiaticum,EA,NA,8.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,54.8734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020611989,NA,NA,21.3,12.1,0.321,0.24,NA,NA,5.598,NA,NA,NA,274.4,326.998,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Apocynaceae,Trachelospermum asiaticum,EA,NA,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Aquifoliaceae,Ilex chinensis,EA,NA,10.0337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002140084,NA,NA,6.63,1.9,0.0761,0.0522,NA,NA,0.689,NA,NA,NA,5.2,7.389,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Symplocaceae,Symplocos prunifolia,EA,NA,10.3139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00172021,NA,NA,7,2.76,0.0764,0.0557,NA,NA,0.77,NA,NA,NA,3.74,5.6,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Lauraceae,Actinodaphne acuminata,EA,NA,6.6143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001839842,NA,NA,6.41,1.8,0.0678,0.0512,NA,NA,0.48,NA,NA,NA,2.82,4.32,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Symplocaceae,Symplocos lancifolia,EA,NA,3.9436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001698227,NA,NA,5.7,1.65,0.0745,0.0449,NA,NA,0.295,NA,NA,NA,2.7,3.765,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Aquifoliaceae,Ilex chinensis,EA,NA,8.9835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001562283,NA,NA,5.45,2.12,0.07,0.049,NA,NA,0.61,NA,NA,NA,3.95,5.22,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Castanopsis cuspidata,EA,NA,0.8954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000207394,NA,NA,2.67,0.62,0.0194,0.010625,NA,NA,0.063,NA,NA,NA,0.157,0.292,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Castanopsis cuspidata,EA,NA,3.3649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000580001,NA,NA,5,1.37,0.033,0.025525,NA,NA,0.234,NA,NA,NA,0.802,1.376,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Castanopsis cuspidata,EA,NA,1.9821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000262304,NA,NA,3.2,0.34,0.02015,0.01455,NA,NA,0.146,NA,NA,NA,0.229,0.447,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Castanopsis cuspidata,EA,NA,0.6423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68E-05,NA,NA,2,0.58,0.0148,0.005125,NA,NA,0.045,NA,NA,NA,0.071,0.148,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,0.9841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000535021,NA,NA,5.5,1.78,0.045825,0.02785,NA,NA,0.09,NA,NA,NA,1.53,1.703,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus gilva,EA,NA,0.9101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00083341,NA,NA,5.15,2.66,0.0582,0.03715,NA,NA,0.069,NA,NA,NA,2.711,2.837,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,2.2812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000716315,NA,NA,5.05,2.85,0.05445,0.03265,NA,NA,0.136,NA,NA,NA,1.519,2.067,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,0.3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000168564,NA,NA,3.03,1.62,0.0225,0.016925,NA,NA,0.023,NA,NA,NA,0.29,0.359,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Fagaceae,Quercus salicina,EA,NA,2.0641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00051271,NA,NA,7.1,4.9,0.0433,0.03335,NA,NA,0.124,NA,NA,NA,2.059,2.318,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Ternstroemiaceae,Eurya japonica,EA,NA,1.9209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000515724,NA,NA,2.45,1.25,0.0399,0.024925,NA,NA,0.145,NA,NA,NA,0.78,1.231,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nagano0000,NA,Japan-Minamata IBP-P2,32.17,130.59,NA,NA,NA,NA,Lauraceae,Machilus japonica,EA,NA,1.2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130698,NA,NA,3.7,2.83,0.0335,0.021375,NA,NA,0.096,NA,NA,NA,0.622,0.791,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
