dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light,method_lai,method_age,method_a.lf,method_a.ssba,method_a.ssbh,method_a.ssbc,method_a.shba,method_a.shbh,method_a.shbc,method_a.sbba,method_a.sbbh,method_a.sbbc,method_a.stba,method_a.stbh,method_a.stbc,method_a.cp,method_a.cs,method_h.t,method_h.c,method_d.ba,method_d.bh,method_d.cr,method_c.d,method_m.lf,method_m.ss,method_m.sh,method_m.sb,method_m.st,method_m.so,method_m.br,method_m.rf,method_m.rc,method_m.rt,method_m.to,method_a.ilf,method_ma.ilf,method_r.st,method_r.ss,method_r.sb,method_r.sh,method_n.lf,method_n.ss,method_n.sb,method_n.sh,method_n.rf,method_n.rc,method_light
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,0.011,NA,NA,0.0241,NA,NA,0.0104,0.0437,0.0982,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,0.072,NA,NA,1.1691,NA,NA,0.8091,5.1845,8.4409,1.2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,NA,NA,0.093,NA,NA,2.1115,NA,NA,1.9715,12.0682,19.539,3.3878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,0.042,NA,NA,0.4765,NA,NA,0.2324,1.489,2.606,0.4081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,NA,NA,0.05,NA,NA,0.5611,NA,NA,0.3119,1.9992,3.5406,0.6684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,NA,NA,0.033,NA,NA,0.1059,NA,NA,0.0761,0.3195,0.6304,0.1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,0.322,NA,NA,27.22,NA,NA,74.281,512.4575,683.8255,69.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,0.18,NA,NA,4.916,NA,NA,24.843,139.45,176.449,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,0.15,NA,NA,0.9128,NA,NA,13.6174,83.1594,101.3396,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,0.181,NA,NA,2.0911,NA,NA,23.5931,134.8486,167.4278,6.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,0.204,NA,NA,1.6365,NA,NA,17.5115,126.569,151.3212,5.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,0.197,NA,NA,2.8507,NA,NA,20.2968,141.9094,173.4156,8.3587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.85,NA,NA,0.145,NA,NA,3.3535,NA,NA,10.3465,66.6618,87.0595,6.6977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,0.24,NA,NA,6.9581,NA,NA,34.6701,196.8216,255.4146,16.9648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,0.344,NA,NA,21.2593,NA,NA,72.0972,478.7548,632.8499,60.7386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,0.155,NA,NA,4.009,NA,NA,17.2575,103.9987,133.6384,8.3732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,NA,NA,0.013,NA,NA,0.028,NA,NA,0.011,0.046,0.1186,0.0336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA,0.027,NA,NA,0.1108,NA,NA,0.0748,0.314,0.563,0.0634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,0.017,NA,NA,0.0413,NA,NA,0.1568,0.6582,0.8833,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,NA,NA,0.022,NA,NA,0.0173,NA,NA,0.018,0.0756,0.156,0.0451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,NA,NA,0.086,NA,NA,1.5998,NA,NA,1.1459,7.343,11.3763,1.2876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,NA,NA,0.063,NA,NA,1.1383,NA,NA,0.7764,4.9751,8.2069,1.3171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,0.05,NA,NA,0.7746,NA,NA,0.3186,2.0415,3.8101,0.6754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,0.018,NA,NA,0.0447,NA,NA,0.0215,0.09,0.1804,0.0242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,NA,NA,0.033,NA,NA,0.3987,NA,NA,0.16849,1.0797,1.97039,0.3235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,NA,0.026,NA,NA,0.1686,NA,NA,0.112,0.4698,0.8498,0.0994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,NA,NA,0.022,NA,NA,0.0867,NA,NA,0.0282,0.1182,0.2759,0.0428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,0.082,NA,NA,0.8815,NA,NA,2.7435,17.5803,22.8836,1.6783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,0.144,NA,NA,7.564,NA,NA,9.1928,58.9068,85.1738,9.5102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,0.09,NA,NA,1.2685,NA,NA,3.7533,24.0513,31.3986,2.3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,NA,NA,0.069,NA,NA,0.6799,NA,NA,1.6807,10.7697,14.3978,1.2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,NA,NA,0.044,NA,NA,0.2443,NA,NA,0.6116,4.3034,5.8981,0.7388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,NA,NA,0.09,NA,NA,0.4571,NA,NA,3.1982,23.9082,29.2129,1.6494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.85,NA,NA,0.115,NA,NA,1.3424,NA,NA,8.8289,51.8088,66.3566,4.3765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.65,NA,NA,0.225,NA,NA,4.0088,NA,NA,23.5324,181.146,225.1936,16.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.45,NA,NA,0.103,NA,NA,0.9508,NA,NA,4.5487,34.1738,44.5708,4.8975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang1996,NA,"British Columbia, CA",49-57N,118-125E,BorF,NA,668,8.7,Betulaceae,Betula papyrifera Marsh,DA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,0.156,NA,NA,2.0403,NA,NA,14.1097,90.8928,112.6569,5.6141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,3,Full light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m1,NA,NA,m1,m1,m1,m1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
