Age,status,pft,RootsEstimated,family,species,latitude,longitude,growingCondition,vegetation,grouping,location,,DBH (cm),Height (m),N bole,N bark,N sapwood,N heartwood,N rotten wood,N branches sapwood,N branches bark,N branches heartwood,N branches rotten wood ,total N sapwood,Total N bark ,total N heartwood,total N rotten wood ,N leaf,N small branches,Total aerial N,N fine roots,N medium roots,N coarse roots,total N underground ,total N (g N/tree),bole mass,bark bole mass,Sapwood mass,Heartwood mass,rotten wood mass,branches sapwood mass,branches bark mass,branches heartwood mass,branches rotten wood,total sapwood,Total bark mass,total heartwood,total rotten wood,leaf mass,small branches mass,total areal mass,fine roots mass,medium roots mass,coarse roots mass,total underground mass,total mass/tree 
32,3,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,5.3,2.96,10.48033992,1.540861504,8.106700329,0.832778089,0,2.369680312,0.832397608,0,0,10.47638064,2.373259112,0.832778089,0,7.94753692,4.47923244,26.1091872,1.3436976,6.73653862,3.2159589,11.29619512,37.40538232,7.1199,1.44,5.4,0.279,0.0009,0.9,0.36,,,6.3,1.8,,,1.008,1.899,11.2869,0.18,1.71,3.78,5.67,16.9569
35,3,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,5.83,3.1,11.52837391,1.694947654,8.917370362,0.916055898,0,2.606648343,0.915637369,0,0,11.52401871,2.610585024,0.916055898,0,8.742290612,4.927155684,28.72010592,1.47806736,7.410192482,3.53755479,12.42581463,41.14592055,8.7021,1.76,6.6,0.341,0.0011,1.1,0.44,,,7.7,2.2,,,1.232,2.321,13.7951,0.22,2.09,4.62,6.93,20.7251
29,3,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,4.77,2.6,9.43230593,1.386775353,7.296030296,0.74950028,0,2.132712281,0.749157848,0,0,9.428742577,2.135933201,0.74950028,0,7.152783228,4.031309196,23.49826848,1.20932784,6.062884758,2.89436301,10.16657561,33.66484409,6.05,0.88,3.5,1.67,0,0.22,0.07,,,3.72,0.95,,,0.23,0.43,7,0.11008,1.03544,2.29448,3.44,10.44
21,2,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,3.5,2.75,7.643193673,1.313595346,5.602038232,0.685670478,0.041889617,0.944873245,0.351130382,0,0,6.546911477,1.664725728,0.685670478,0.041889617,2.231012,2.776788625,13.94699792,0.693496751,3.653005874,1.747489514,6.093992139,20.04099006,5.3845,0.7832,3.115,1.4863,0,0.1958,0.0623,,,3.3108,0.8455,,,0.2047,0.3827,6.23,0.0979712,0.9215416,2.0420872,3.0616,9.2916
28,2,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,4.2,3,9.171832407,1.576314415,6.722445879,0.822804574,0.05026754,1.133847894,0.421356459,0,0,7.856293772,1.997670874,0.822804574,0.05026754,2.6772144,3.33214635,16.73639751,0.832196101,4.383607049,2.096987417,7.312790567,24.04918808,6.7155,0.9768,3.885,1.8537,0,0.2442,0.0777,,,4.1292,1.0545,,,0.2553,0.4773,7.77,0.1221888,1.1493384,2.5468728,3.8184,11.5884
29,2,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,3.15,2.475,6.878874306,1.182235811,5.041834409,0.61710343,0.037700655,0.85038592,0.316017344,0,0,5.892220329,1.498253155,0.61710343,0.037700655,2.0079108,2.499109763,12.55229813,0.624147076,3.287705287,1.572740563,5.484592926,18.03689106,3.38,0.58,2.36,0.44,0,0.1,0.04,,,2.46,0.62,,,0.18,0.42,4.12,0.06464,0.60802,1.34734,2.02,6.14
21,1,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,2.6,2.47,2.282864889,0.712902889,1.367386715,0.202575285,0,0.281804301,0.110667552,0,0,1.649191016,0.823570441,0.202575285,0,1.27139304,1.21453196,5.161261742,0.26759456,1.409558873,0.6742911,2.351444532,7.512706274,3.042,0.522,2.124,0.396,0,0.09,0.036,,,2.214,0.558,,,0.162,0.378,3.708,0.058176,0.547218,1.212606,1.818,5.526
23,1,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,3.12,2.5,2.739437867,0.855483466,1.640864058,0.243090342,0,0.338165161,0.132801063,0,0,1.97902922,0.988284529,0.243090342,0,1.525671648,1.457438352,6.193514091,0.321113472,1.691470647,0.80914932,2.821733439,9.015247529,3.718,0.638,2.596,0.484,0,0.11,0.044,,,2.706,0.682,,,0.198,0.462,4.532,0.071104,0.668822,1.482074,2.222,6.754
26,1,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,2.21,2.0995,1.940435155,0.605967455,1.162278708,0.172188992,0,0.239533656,0.09406742,0,0,1.401812364,0.700034875,0.172188992,0,1.080684084,1.032352166,4.387072481,0.227455376,1.198125042,0.573147435,1.998727852,6.385800333,1.1,0.23,0.73,0.14,0,0.02,0.008,,,0.75,0.238,,,0.05,0.11,1.288,0.02048,0.19264,0.42688,0.64,1.928
30,0,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,1.4,2.01,1.201503724,0.313479449,0.801292393,0.086731882,0,0,0,0,0,0.801292393,0.313479449,0.086731882,0,0.8795392,0.95029704,3.031339964,0.143748537,0.75719785,0.362220962,1.263167349,4.294507313,0.979,0.2047,0.6497,0.1246,0,0.0178,0.00712,,,0.6675,0.21182,,,0.0445,0.0979,1.14632,0.0182272,0.1714496,0.3799232,0.5696,1.71592
35,0,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,1.61,2.05,1.381729282,0.360501366,0.921486252,0.099741664,0,0,0,0,0,0.921486252,0.360501366,0.099741664,0,1.01147008,1.092841596,3.486040958,0.165310817,0.870777528,0.416554107,1.452642451,4.938683409,1.221,0.2553,0.8103,0.1554,0,0.0222,0.00888,,,0.8325,0.26418,,,0.0555,0.1221,1.42968,0.0227328,0.2138304,0.4738368,0.7104,2.14008
33,0,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,1.26,1.809,1.081353351,0.282131504,0.721163154,0.078058694,0,0,0,0,0,0.721163154,0.282131504,0.078058694,0,0.79158528,0.855267336,2.728205967,0.129373683,0.681478065,0.325998866,1.136850614,3.865056581,0.32,0.074,0.246,0,0,0.045,0.018,,,0.291,0.092,,,0.121,0.32,0.824,0.13,1,0.4,1.53,2.354
10,3,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,1.1,1.00956,0.25816,0.7514,0,0,0,0,0,0,0.7514,0.25816,0,0,0.417105504,0.66226724,2.088932744,0.33894784,1.2032,0.2457,1.78784784,3.876780584,0.288,0.0666,0.2214,0,0,0.0405,0.0162,,,0.2619,0.0828,,,0.1089,0.288,0.7416,0.117,0.9,0.36,1.377,2.1186
11,3,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,1.3,1.312428,0.335608,0.97682,0,0,0,0,0,0,0.97682,0.335608,0,0,0.542237155,0.860947412,2.715612567,0.440632192,1.56416,0.31941,2.324202192,5.039814759,0.352,0.0814,0.2706,0,0,0.0495,0.0198,,,0.3201,0.1012,,,0.1331,0.352,0.9064,0.143,1.1,0.44,1.683,2.5894
12,3,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.99,0.908604,0.232344,0.67626,0,0,0,0,0,0,0.67626,0.232344,0,0,0.375394954,0.596040516,1.88003947,0.305053056,1.08288,0.22113,1.609063056,3.489102526,0.136,0.027,0.081,0.028,0,0,0,,,0.081,0.027,,,0.027,0.062,0.225,0.03655,0.28122,0.11223,0.43,0.655
8,2,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.82,0.18384,0.07376,0.11008,0,0,0,0,0,0,0.11008,0.07376,0,0,0.376342192,0.48909312,1.049275312,0.135400798,0.482587661,0.097727668,0.715716128,1.76499144,0.11968,0.02376,0.07128,0.02464,0,0,0,,,0.07128,0.02376,,,0.02376,0.05456,0.198,0.032164,0.2474736,0.0987624,0.3784,0.5764
8,2,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,1.1,0.257376,0.103264,0.154112,0,0,0,0,0,0,0.154112,0.103264,0,0,0.526879069,0.684730368,1.468985437,0.189561118,0.675622726,0.136818736,1.00200258,2.470988016,0.15232,0.03024,0.09072,0.03136,0,0,0,,,0.09072,0.03024,,,0.03024,0.06944,0.252,0.040936,0.3149664,0.1256976,0.4816,0.7336
7,2,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.861,0.193032,0.077448,0.115584,0,0,0,0,0,0,0.115584,0.077448,0,0,0.395159302,0.513547776,1.101739078,0.142170838,0.506717044,0.102614052,0.751501935,1.853241012,0.05,0.015,0.035,0,0,0,0,,,0.035,0.015,,,0.023,0.061,0.134,0.0204,0.15696,0.06264,0.24,0.374
8,1,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.76,0.082772,0.023972,0.0588,0,0,0,0,0,0,0.0588,0.023972,0,0,0.26502792,0.227164,0.57496392,0.074298171,0.264809226,0.053625881,0.392733278,0.967697198,0.0475,0.01425,0.03325,0,0,0,0,,,0.03325,0.01425,,,0.02185,0.05795,0.1273,0.01938,0.149112,0.059508,0.228,0.3553
10,1,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.87,0.1117422,0.0323622,0.07938,0,0,0,0,0,0,0.07938,0.0323622,0,0,0.357787692,0.3066714,0.776201292,0.100302531,0.357492455,0.072394939,0.530189925,1.306391217,0.0525,0.01575,0.03675,0,0,0,0,,,0.03675,0.01575,,,0.02415,0.06405,0.1407,0.02142,0.164808,0.065772,0.252,0.3927
12,1,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.836,0.0910492,0.0263692,0.06468,0,0,0,0,0,0,0.06468,0.0263692,0,0,0.291530712,0.2498804,0.632460312,0.081727988,0.291290149,0.058988469,0.432006605,1.064466917,0.032,0.01,0.0224,0,0,0,0,,,0.0224,0.01,,,0.008,0.032091,0.072491,0.01105,0.08502,0.03393,0.13,0.202491
8,0,DA,,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06610734,0.2052589,0.27136624,0.033066509,0.117853729,0.023866276,0.174786514,0.446152754,0.02944,0.0092,0.020608,0,0,0,0,,,0.020608,0.0092,,,0.00736,0.02952372,0.06669172,0.010166,0.0782184,0.0312156,0.1196,0.18629172
6,0,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085939542,0.26683657,0.352776112,0.042986461,0.153209848,0.031026158,0.227222468,0.57999858,0.03456,0.0108,0.024192,0,0,0,0,,,0.024192,0.0108,,,0.00864,0.03465828,0.07829028,0.011934,0.0918216,0.0366444,0.1404,0.21869028
9,0,DA,y,Fagaceae,Nothofagus antarctica,-51.68305556,-72.26555556,FW,Tempf,site3_site_classV,"southern west of Santa Cruz province, Argentina",,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072718074,0.22578479,0.298502864,0.036373159,0.129639102,0.026252903,0.192265165,0.490768029,83.80729646,14.01959874,20.60135737,44.41734085,4.7689995,21.31800439,6.226186763,6.337717622,0.826311458,41.91936175,20.2457855,50.75505848,5.595310958,3.0186,7.6128,129.1469167,0.58032,14.28648,98.54,113.4068,242.5537167
151,3,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,29.7,9.02,,,,,,,,,,,,,,,,,,,,,,92.3556407,15.44959781,22.70269582,48.94790962,5.255437449,23.49244083,6.861257813,6.98416482,0.910595227,46.19513665,22.31085562,55.93207444,6.166032676,3.3264972,8.3893056,142.3199022,0.63951264,15.74370096,108.59108,124.9742936,235.9069949
234,3,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,41.6,10.8,,,,,,,,,,,,,,,,,,,,,,76.26463978,12.75783485,18.7472352,40.41978018,4.339789545,19.39938399,5.665829955,5.767323036,0.751943427,38.1466192,18.42366481,46.18710321,5.091732972,2.746926,6.927648,117.5236942,0.5280912,13.0006968,89.6714,103.200188,194.8052317
211,3,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,37.2,9.7,,,,,,,,,,,,,,,,,,,,,,41.37678106,6.615510844,5.778310896,24.25334232,4.729617,10.42514325,3.879005502,4.152393218,0.469872305,16.20345415,10.49451635,28.40573554,5.199489305,1.9006,5.2338,67.43759534,0.296147817,7.403695432,51.5297202,59.22956345,126.6671588
148,2,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,28.7,8.93,,,,,,,,,,,,,,,,,,,,,,45.51445917,7.277061929,6.356141985,26.67867656,5.2025787,11.46765758,4.266906053,4.567632539,0.516859536,17.82379956,11.54396798,31.2463091,5.719438236,2.09066,5.75718,74.18135488,0.253074909,6.326872737,44.03503425,50.6149819,108.2441871
225,2,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,26.5,8.6,,,,,,,,,,,,,,,,,,,,,,49.65213728,7.938613013,6.933973075,29.10401079,5.6755404,12.5101719,4.654806603,4.982871861,0.563846766,19.44414498,12.59341962,34.08688265,6.239387166,2.28072,6.28056,80.92511441,0.276081719,6.902042986,48.03821918,55.21634389,118.0845678
234,2,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,28.3,9.1,,,,,,,,,,,,,,,,,,,,,,22.3928422,3.703267322,8.969299526,8.245453826,1.474821525,9.817185581,3.761634344,2.698454693,0.009036006,18.78648511,7.464901667,10.94390852,1.483857531,1.9006,5.2338,45.81355282,0.20118724,5.029680997,35.00657974,40.23744797,86.0510008
185,1,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,23.5,8.7,,,,,,,,,,,,,,,,,,,,,,26.87141064,4.443920787,10.76315943,9.894544591,1.76978583,11.7806227,4.513961213,3.238145632,0.010843207,22.54378213,8.957882,13.13269022,1.780629037,2.28072,6.28056,54.97626339,0.175423126,4.385578138,30.52362384,35.08462511,75.03127696
223,1,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,25.5,8.9,,,,,,,,,,,,,,,,,,,,,,24.63212642,4.073594055,9.866229479,9.069999209,1.622303678,10.79890414,4.137797779,2.968300162,0.009939606,20.66513362,8.211391833,12.03829937,1.632243284,2.09066,5.75718,50.39490811,0.160804532,4.020113293,27.97998852,32.16090635,68.77867054
230,1,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,24.1,8.3,,,,,,,,,,,,,,,,,,,,,,17.30579625,3.540607583,0.369913803,10.53822936,2.8570455,1.513976304,0.361112253,0.352485714,0.032842406,1.883890107,3.901719836,10.89071507,2.889887906,0.7525,1.9825,22.30121292,0.097934327,2.448358181,17.04057294,19.58686544,41.88807837
167,0,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,18,5.6,,,,,,,,,,,,,,,,,,,,,,20.7669555,4.2487291,0.443896564,12.64587523,3.4284546,1.816771565,0.433334703,0.422982857,0.039410887,2.260668128,4.682063803,13.06885809,3.467865487,0.903,2.379,26.76145551,0.107512386,2.687809658,18.70715522,21.50247727,45.98476747
185,0,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,20.2,6.2,,,,,,,,,,,,,,,,,,,,,,19.03637587,3.894668342,0.406905183,11.5920523,3.14275005,1.665373934,0.397223478,0.387734285,0.036126647,2.072279118,4.291891819,11.97978658,3.178876697,0.82775,2.18075,24.53133422,0.098553021,2.46382552,17.14822562,19.71060416,42.15270351
174,0,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,21.7,7.1,,,,,,,,,,,,,,,,,,,,,,4.307502732,0.5664932,3.166679816,0.574329716,0,0.699020741,0.235806688,0,0,3.865700557,0.802299888,0.574329716,0,0.416756,0.871446,6.530532161,0.308896,1.731758,1.99749,4.038144,9.86965542
42,3,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,14.25,6.76,,,,,,,,,,,,,,,,,,,,,,4.738253006,0.62314252,3.483347798,0.631762688,0,0.768922815,0.259387357,0,0,4.252270613,0.882529877,0.631762688,0,0.4584316,0.9585906,7.183585378,0.3397856,1.9049338,2.197239,4.4419584,10.85662096
40,3,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,11.25,6.45,,,,,,,,,,,,,,,,,,,,,,3.876752459,0.50984388,2.850011834,0.516896745,0,0.629118667,0.212226019,0,0,3.479130501,0.722069899,0.516896745,0,0.3750804,0.7843014,5.877478945,0.2780064,1.5585822,1.797741,3.6343296,8.882689878
45,3,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,13.5,6.8,,,,,,,,,,,,,,,,,,,,,,2.687429651,0.439329547,1.723704071,0.507904058,0.016491975,0.278723671,0.099470363,0,0,2.002427742,0.53879991,0.507904058,0.016491975,0.20505625,0.54023125,3.810911186,0.15942454,0.93907606,1.085397214,2.183897814,5.715513778
40,2,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,11.9,6.56,,,,,,,,,,,,,,,,,,,,,,3.224915582,0.527195457,2.068444886,0.609484869,0.01979037,0.334468405,0.119364436,0,0,2.402913291,0.646559892,0.609484869,0.01979037,0.2460675,0.6482775,4.573093423,0.191309449,1.126891272,1.302476657,2.620677377,6.858616533
38,2,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,9.45,5.79,,,,,,,,,,,,,,,,,,,,,,2.418686686,0.395396592,1.551333664,0.457113652,0.014842778,0.250851304,0.089523327,0,0,1.802184968,0.484919919,0.457113652,0.014842778,0.184550625,0.486208125,3.429820067,0.143482086,0.845168454,0.976857492,1.965508033,5.1439624
41,2,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,10.9,6.2,,,,,,,,,,,,,,,,,,,,,,1.023105987,0.23842906,0.676924117,0.107752811,0,0.083128112,0.031350581,0,0,0.760052229,0.269779641,0.107752811,0,0.090042,0.218441,1.446067681,0.061515991,0.362354466,0.418814348,0.842684805,2.205403833
37,1,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,9.5,6.23,,,,,,,,,,,,,,,,,,,,,,1.227727185,0.286114872,0.81230894,0.129303373,0,0.099753735,0.037620698,0,0,0.912062675,0.323735569,0.129303373,0,0.1080504,0.2621292,1.735281217,0.073819189,0.434825359,0.502577217,1.011221765,2.646484599
35,1,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,9.3,5.09,,,,,,,,,,,,,,,,,,,,,,0.869640089,0.202664701,0.575385499,0.091589889,0,0.070658896,0.026647994,0,0,0.646044395,0.229312695,0.091589889,0,0.0765357,0.18567485,1.229157529,0.052288592,0.308001296,0.355992196,0.716282084,1.874593258
40,1,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,7.905,4.8,,,,,,,,,,,,,,,,,,,,,,0.462763528,0.104842625,0.311786923,0.04613398,0,0,0,0,0,0.311786923,0.104842625,0.04613398,0,0.08084,0.188551,0.732154528,0.033045641,0.194652404,0.224981964,0.452680008,1.184716065
37,0,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,5.55,5,,,,,,,,,,,,,,,,,,,,,,0.532178057,0.120569019,0.358554962,0.053054077,0,0,0,0,0,0.358554962,0.120569019,0.053054077,0,0.092966,0.21683365,0.841977707,0.038002487,0.223850264,0.258729259,0.52058201,1.362423475
34,0,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,4.5,4.6,,,,,,,,,,,,,,,,,,,,,,0.416487175,0.094358363,0.280608231,0.041520582,0,0,0,0,0,0.280608231,0.094358363,0.041520582,0,0.072756,0.1696959,0.658939075,0.029741077,0.175187163,0.202483768,0.407412008,1.066244458
21,3,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,3,1.75,,,,,,,,,,,,,,,,,,,,,,0.316,0.056,0.26,0,0,0,0,0,0,0.26,0.056,0,0,0.0337464,0.123098,0.4728444,0.081088,0.32,0.105,0.506088,0.9789324
23,3,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,2.8,1.7,,,,,,,,,,,,,,,,,,,,,,0.4108,0.0728,0.338,0,0,0,0,0,0,0.338,0.0728,0,0,0.04387032,0.1600274,0.61469772,0.1054144,0.416,0.1365,0.6579144,1.27261212
19,3,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,3.3,2.4,,,,,,,,,,,,,,,,,,,,,,0.2844,0.0504,0.234,0,0,0,0,0,0,0.234,0.0504,0,0,0.03037176,0.1107882,0.42555996,0.0729792,0.288,0.0945,0.4554792,0.88103916
20,2,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,1.6,1.85,,,,,,,,,,,,,,,,,,,,,,0.08,0.016,0.064,0,0,0,0,0,0,0.064,0.016,0,0,0.0269008,0.084912,0.1918128,0.032392536,0.128347782,0.041763961,0.203726639,0.39712795
22,2,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,2.5,1.9,,,,,,,,,,,,,,,,,,,,,,0.112,0.0224,0.0896,0,0,0,0,0,0,0.0896,0.0224,0,0,0.03766112,0.1188768,0.26853792,0.04534955,0.179686895,0.058469545,0.285217294,0.55597913
18,2,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,2.2,1.8,,,,,,,,,,,,,,,,,,,,,,0.084,0.0168,0.0672,0,0,0,0,0,0,0.0672,0.0168,0,0,0.02824584,0.0891576,0.20140344,0.034012162,0.134765171,0.043852159,0.21391297,0.416984348
19,1,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,1.6,1.34,,,,,,,,,,,,,,,,,,,,,,0.0292,0.0052,0.024,0,0,0,0,0,0,0.024,0.0052,0,0,0.018103,0.05795,0.105253,0.017774682,0.070427986,0.022917043,0.111790453,0.217915114
21,1,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,1.5,1.2,,,,,,,,,,,,,,,,,,,,,,0.03942,0.00702,0.0324,0,0,0,0,0,0,0.0324,0.00702,0,0,0.02443905,0.0782325,0.14209155,0.023995821,0.095077781,0.030938008,0.150917112,0.294185404
16,1,DA,y,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,1.2,1.1,,,,,,,,,,,,,,,,,,,,,,0.03212,0.00572,0.0264,0,0,0,0,0,0,0.0264,0.00572,0,0,0.0199133,0.063745,0.1157783,0.01955215,0.077470784,0.025208747,0.122969499,0.239706625
16,0,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,0.1,0.96,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006278,0.040565,0.046843,0.007910648,0.031344077,0.010199263,0.049752503,0.096983437
14,0,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,0.4,0.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081614,0.0527345,0.0608959,0.010283842,0.0407473,0.013259042,0.064678254,0.126078468
19,0,DA,,Fagaceae,Nothofagus antarctica,-51.2225,-72.25944444,FW,Tempf,site1_site_classIII,"southern west of Santa Cruz province, Argentina",,0.6,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069058,0.0446215,0.0515273,0.008701713,0.034478485,0.011219189,0.054727753,0.106681781
