dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Pieris japonica,EA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04E-05,NA,NA,1.3,1.09,1.09,NA,NA,NA,0.0039,NA,NA,NA,0.0311,0.0384,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Pieris japonica,EA,NA,6.5115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001541336,NA,NA,4.18,1.33,5.74,4.43,NA,NA,0.787,NA,NA,NA,1.898,4.013,1.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Anacardiaceae,Toxicodendron trichocarpum,DA,NA,1.6908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000551546,NA,NA,5.8,3.25,4.15,2.65,NA,NA,0.04,NA,NA,NA,1.043,1.424,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Anacardiaceae,Toxicodendron trichocarpum,DA,NA,0.5301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000326851,NA,NA,4,1.75,2.8,2.17,NA,NA,0.0125,NA,NA,NA,0.5349,0.6424,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Anacardiaceae,Toxicodendron trichocarpum,DA,NA,0.2165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94E-05,NA,NA,2.5,1.86,1.41,1.17,NA,NA,0.0049,NA,NA,NA,0.111,0.1266,0.0107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Anacardiaceae,Toxicodendron trichocarpum,DA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73E-06,NA,NA,0.7,0.6,0.42,NA,NA,NA,0.00107,NA,NA,NA,0.0019,0.00316,0.00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Aquifoliaceae,Ilex crenata,EA,NA,0.1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.5,1.26,NA,NA,NA,0.0143,NA,NA,NA,0.0538,0.0997,0.0316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Aquifoliaceae,Ilex crenata,EA,NA,0.0148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-05,NA,NA,0.7,0.13,0.49,NA,NA,NA,0.0011,NA,NA,NA,0.00402,0.00624,0.00112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Lauraceae,Lindera umbellata,DA,NA,2.7409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000289529,NA,NA,4.15,2.1,2.96,2.01,NA,NA,0.087,NA,NA,NA,0.617,0.899,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Lauraceae,Lindera umbellata,DA,NA,4.1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000891969,NA,NA,4,0.2,3.27,2.12,NA,NA,0.123,NA,NA,NA,0.58,1.673,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Lauraceae,Lindera umbellata,DA,NA,1.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000211241,NA,NA,3.5,1.44,2.67,1.65,NA,NA,0.054,NA,NA,NA,0.339,0.521,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Lauraceae,Lindera umbellata,DA,NA,0.1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83E-05,NA,NA,2,0.9,0.72,0.45,NA,NA,0.0024,NA,NA,NA,0.016,0.0199,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Lauraceae,Lindera umbellata,DA,NA,0.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63E-05,NA,NA,1.6,0.55,0.76,0.27,NA,NA,0.00305,NA,NA,NA,0.01443,0.02263,0.00515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Rhododendron macrosepalum,DA,NA,0.3491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000143139,NA,NA,3.15,1.85,2.09,1.43,NA,NA,0.0148,NA,NA,NA,0.2429,0.3753,0.1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Rhododendron macrosepalum,DA,NA,0.6112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000176715,NA,NA,2.85,1.65,2.14,1.51,NA,NA,0.0288,NA,NA,NA,0.2732,0.4327,0.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Rhododendron macrosepalum,DA,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000390571,NA,NA,2.9,0.2,2.47,1.84,NA,NA,0.0364,NA,NA,NA,0.3366,0.5416,0.1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Rhododendron macrosepalum,DA,NA,0.2355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33E-05,NA,NA,2.2,1.1,1.25,0.89,NA,NA,0.0092,NA,NA,NA,0.0965,0.142,0.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Rhododendron macrosepalum,DA,NA,0.2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85E-05,NA,NA,2,1.19,1.61,0.815,NA,NA,0.0111,NA,NA,NA,0.1109,0.2081,0.0861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Rhododendron macrosepalum,DA,NA,0.3172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50E-05,NA,NA,2.3,1.1,1.34,0.86,NA,NA,0.0144,NA,NA,NA,0.0642,0.1264,0.0478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
Nishioka0000,NA,Japan-Mt. Minoh-P0,34.853,135.469,NA,NA,NA,NA,Ericaceae,Rhododendron macrosepalum,DA,NA,0.1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54E-05,NA,NA,1.9,0.65,0.96,0.42,NA,NA,0.005,NA,NA,NA,0.0331,0.0532,0.0151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA
