dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light,method_lai,method_age,method_a.lf,method_a.ssba,method_a.ssbh,method_a.ssbc,method_a.shba,method_a.shbh,method_a.shbc,method_a.sbba,method_a.sbbh,method_a.sbbc,method_a.stba,method_a.stbh,method_a.stbc,method_a.cp,method_a.cs,method_h.t,method_h.c,method_d.ba,method_d.bh,method_d.cr,method_c.d,method_m.lf,method_m.ss,method_m.sh,method_m.sb,method_m.st,method_m.so,method_m.br,method_m.rf,method_m.rc,method_m.rt,method_m.to,method_a.ilf,method_ma.ilf,method_r.st,method_r.ss,method_r.sb,method_r.sh,method_n.lf,method_n.ss,method_n.sb,method_n.sh,method_n.rf,method_n.rc,method_light
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000560725,0.001976864,0.034,0.030445973,0.000401,NA,NA,NA,1.00E-05,NA,NA,NA,4.00E-06,NA,NA,NA,NA,8.00E-06,NA,1.44E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001036612,0.006008841,0.058,0.071237136,5.00E-04,NA,NA,NA,2.70E-05,NA,NA,NA,8.00E-06,NA,NA,NA,NA,1.80E-05,NA,2.33E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001178602,0.005988084,0.066,0.067582,5.00E-04,NA,NA,NA,2.90E-05,NA,NA,NA,1.20E-05,NA,NA,NA,NA,1.20E-05,NA,2.16E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000378096,0.001830135,0.06,0.035629322,0.000762,NA,NA,NA,1.00E-05,NA,NA,NA,6.00E-06,NA,NA,NA,NA,9.00E-06,NA,8.31E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002318191,0.008286382,0.1,0.080364257,0.001,NA,NA,NA,3.60E-05,NA,NA,NA,2.00E-05,NA,NA,NA,NA,2.20E-05,NA,2.42E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004997898,0.013522035,0.13,0.085520953,0.001,NA,NA,NA,0.000111,NA,NA,NA,8.50E-05,NA,NA,NA,NA,6.70E-05,NA,1.73E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004997898,0.013522035,0.13,0.085520953,0.001,NA,NA,NA,0.000111,NA,NA,NA,8.50E-05,NA,NA,NA,NA,6.70E-05,NA,1.73E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002341241,0.011753408,0.123,0.105824312,8.00E-04,NA,NA,NA,5.10E-05,NA,NA,NA,2.80E-05,NA,NA,NA,NA,3.10E-05,NA,2.02E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003299207,0.008581718,0.11,0.065570226,0.00254,NA,NA,NA,5.00E-05,NA,NA,NA,7.40E-05,NA,NA,NA,NA,5.20E-05,NA,1.01E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008913027,0.034321023,0.32,0.164214019,0.0017,NA,NA,NA,0.000241,NA,NA,NA,0.00036,NA,NA,NA,NA,0.000302,NA,2.07E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009063243,0.021588665,0.34,0.074118325,0.0021,NA,NA,NA,0.000222,NA,NA,NA,0.00058,NA,NA,NA,NA,0.000314,NA,2.66E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008347396,0.028588165,0.345,0.142950244,0.0018,NA,NA,NA,0.000182,NA,NA,NA,0.000327,NA,NA,NA,NA,0.000183,NA,2.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062647,0.004574475,0.06,0.063379782,0.000401,NA,NA,NA,2.20E-05,NA,NA,NA,8.00E-06,NA,NA,NA,NA,1.10E-05,NA,1.41E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019111028,0.046658908,0.33,0.144886875,0.00685,NA,NA,NA,0.000279,NA,NA,NA,0.000617,NA,NA,NA,NA,0.000672,NA,2.16E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Cunionaceae,Weinmannia racemosa,EA,NA,0.064265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097529368,0.296002891,0.305,0.306964019,0.0056,NA,NA,NA,0.00736,NA,NA,NA,0.00251,NA,NA,NA,NA,NA,NA,0.00037122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001102606,0.00588557,0.064,0.072673202,5.00E-04,NA,NA,NA,2.30E-05,NA,NA,NA,9.00E-06,NA,NA,NA,NA,1.50E-05,NA,2.57E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Litsea calicaris,EA,NA,0.036007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052721524,0.138495895,0.36,0.180313687,0.0058,NA,NA,NA,0.00226,NA,NA,NA,0.00164,NA,NA,NA,NA,NA,NA,0.002381841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lamiaceae,Vitex lucens,EA,NA,0.202163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166096404,0.546051863,0.47,0.447188098,0.0127,NA,NA,NA,0.01311,NA,NA,NA,0.01252,NA,NA,NA,NA,NA,NA,0.001326348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Beilschmiedia tarairi,EA,NA,0.110042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148234114,0.371622282,0.443,0.337512451,0.0074,NA,NA,NA,0.00842,NA,NA,NA,0.00412,NA,NA,NA,NA,NA,NA,0.002156624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Metrosideros umbellata,EA,NA,0.016603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026128735,0.091304715,0.308,0.240427084,0.0058,NA,NA,NA,0.00294,NA,NA,NA,0.00233,NA,NA,NA,NA,NA,NA,0.000174514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Cunionaceae,Weinmannia silvicola,EA,NA,0.046337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064060002,0.241050001,0.454,0.385058684,0.00469,NA,NA,NA,0.00554,NA,NA,NA,0.00238,NA,NA,NA,NA,NA,NA,0.00055135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Beilschmiedia tawa,EA,NA,0.034192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056888809,0.246048972,0.503,0.364150271,0.0058,NA,NA,NA,0.00303,NA,NA,NA,0.00271,NA,NA,NA,NA,NA,NA,0.000515038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lauraceae,Litsea calicaris,EA,NA,0.147209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146011387,0.454695984,0.55,0.444556903,0.0063,NA,NA,NA,0.00668,NA,NA,NA,0.00355,NA,NA,NA,NA,NA,NA,0.002170333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Meliaceae,Dysoxylum spectabile,EA,NA,0.096644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089380773,0.360833697,0.436,0.46674731,0.0071,NA,NA,NA,0.00573,NA,NA,NA,0.00347,NA,NA,NA,NA,NA,NA,0.001316963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Atherospermataceae,Laurelia novaezelandiae,EA,NA,0.07653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146112777,0.544577875,0.62,0.691208503,0.0084,NA,NA,NA,0.00471,NA,NA,NA,0.0047,NA,NA,NA,NA,NA,NA,0.000560574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Elaeocarpaceae,Elaeocarpus dentatus,EA,NA,0.080186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087576638,0.422440579,0.616,0.572164303,0.0069,NA,NA,NA,0.00552,NA,NA,NA,0.00386,NA,NA,NA,NA,NA,NA,0.001135293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lamiaceae,Vitex lucens,EA,NA,0.164117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136468948,0.507995297,0.468,0.427330126,0.0104,NA,NA,NA,0.00779,NA,NA,NA,0.00626,NA,NA,NA,NA,NA,NA,0.000969304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Metrosideros umbellata,EA,NA,0.014037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022942069,0.070652875,0.26,0.164245835,0.0053,NA,NA,NA,0.00227,NA,NA,NA,0.00131,NA,NA,NA,NA,NA,NA,0.000189743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Meliaceae,Vitex lucens,EA,NA,0.171764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126330085,0.51469099,0.45,0.44725292,0.0114,NA,NA,NA,0.00958,NA,NA,NA,0.0075,NA,NA,NA,NA,NA,NA,0.001204133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Metrosideros umbellata,EA,NA,0.027987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023262105,0.096091315,0.26,0.242474009,0.0086,NA,NA,NA,0.00482,NA,NA,NA,0.00399,NA,NA,NA,NA,NA,NA,0.000290717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Lamiaceae,Vitex lucens,EA,NA,0.207271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140350664,0.566796575,0.598,0.534623695,0.0131,NA,NA,NA,0.01299,NA,NA,NA,0.01187,NA,NA,NA,NA,NA,NA,0.001073771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Atherospermataceae,Laurelia novaezelandiae,EA,NA,0.09048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130738802,0.477190717,0.527,0.572225741,0.0084,NA,NA,NA,0.0045,NA,NA,NA,0.00419,NA,NA,NA,NA,NA,NA,0.000493654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Meliaceae,Dysoxylum spectabile,EA,NA,0.149737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133052127,0.394584189,0.388,0.383472818,0.0078,NA,NA,NA,0.00833,NA,NA,NA,0.00417,NA,NA,NA,NA,NA,NA,0.002418165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004808669,0.009348365,0.188,0.037947025,0.0033,NA,NA,NA,9.20E-05,NA,NA,NA,0.000298,NA,NA,NA,NA,0.000167,NA,1.48E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk0000a,NA,New Zealand,NA,NA,NA,NA,NA,NA,Myrtaceae,Kunzea ericoides,EA,NA,0.00117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002315892,0.005058112,0.145,0.048039438,0.00228,NA,NA,NA,5.60E-05,NA,NA,NA,0.000116,NA,NA,NA,NA,5.70E-05,NA,1.48E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
