"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-10",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.055,NA,0.2855,0.183,NA,NA,9.0639,NA,NA,NA,39.9968,64.2832,15.2225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-10",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.895,NA,0.2873,0.213,NA,NA,11.226,NA,NA,NA,57.8903,88.8712,19.7549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-11",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804,NA,0.02,NA,NA,NA,0.0654,NA,NA,NA,0.0623,0.1663,0.0386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-11",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,NA,0.0231,NA,NA,NA,0.0877,NA,NA,NA,0.1056,0.2375,0.0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-11",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.268,NA,0.0214,NA,NA,NA,0.0466,NA,NA,NA,0.1181,0.1973,0.0326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-11",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,0.0254,0.007,NA,NA,0.0438,NA,NA,NA,0.1135,0.1795,0.0222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-11",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.427,NA,0.0255,0.0053,NA,NA,0.1496,NA,NA,NA,0.1522,0.3679,0.0661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-11",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.614,NA,0.0381,0.0106,NA,NA,0.2698,NA,NA,NA,0.1943,0.6735,0.2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-12",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.905,NA,0.0309,0.0231,NA,NA,0.0654,NA,NA,NA,0.3847,0.5333,0.0832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-12",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.137,NA,0.0289,0.0235,NA,NA,0.0285,NA,NA,NA,0.46,0.5313,0.0428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Tomakomai Experimental Forest of Hokkaido University-12",42.7,141.6,"TempF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.669,NA,0.045,0.0353,NA,NA,0.1534,NA,NA,NA,1.0261,1.3855,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-13",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.253,NA,0.0358,0.0301,NA,NA,0.0965,NA,NA,NA,0.7651,1.0292,0.1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-13",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669,NA,0.0131,NA,NA,NA,0.0162,NA,NA,NA,0.0252,0.0495,0.0081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-13",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693,NA,0.0115,NA,NA,NA,0.0124,NA,NA,NA,0.0154,0.0328,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-13",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981,NA,0.0236,NA,NA,NA,0.0393,NA,NA,NA,0.0747,0.1375,0.0235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-13",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.497,NA,0.0386,0.0091,NA,NA,0.0713,NA,NA,NA,0.2602,0.3912,0.0597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-13",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,0.032,0.0138,NA,NA,0.0934,NA,NA,NA,0.2181,0.3615,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"Haruki1979","Japan-Teshio Experimental Forest of Hokkaido University-13",45,142,"BorF",NA,NA,NA,NA,"Abies sachalinensis","Pinaceae","EG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,0.031,0.0159,NA,NA,0.1018,NA,NA,NA,0.3013,1.2981,0.0895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
