,,,yr,m2,cm,cm,cm,cm,g,g,g,g,g,g,g.m2,,,%PPFD,,,,,,,,,,,
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,14,0.690135623,16.34,107,223.3,197.8,17.96999931,52.04000092,37.59,2.8,17.44,20.24000049,26.03835929,DA,FW,14.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,B2,28,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.072081774,5.7,32,66.5,54.5,2.079999924,3.319999933,1.45,0.94,2.91,3.849999901,28.85611468,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,B2,29,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.214109642,7.89,62.29999924,112.3,202,7.760000229,12.57999992,3.78,2.37,7.85,10.22000015,36.24311437,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,2,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.519936286,15.54,92.25,193.2,180.3,16.61000061,46.49000168,18.09,2.77,30.56,33.32999921,31.94622313,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,4,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.073488002,7.23,31.75,56.7,46.7,2.480000019,2.799999952,1.52,1.35,2.93,4.280000001,33.74700581,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,5,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.178084828,9.46,52,91.9,86.9,5.46999979,9.319999695,2.63,2.37,3.81,6.179999799,30.71569801,DA,FW,12.48,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,7,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.070780408,12.5,66.5,203.6,150.6,12.17000008,56.79999924,17.37,8.71,29.85,38.55999994,171.9402373,DA,FW,30.16,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,9,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,19,0.533395906,17.38,107.5,201.4,178.4,16.22999954,63.52999878,23.44,4.75,46.92,51.6699996,30.42767927,DA,FW,15.6,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,20,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.207396935,9.58,54.5,149.3,127.8,8.220000267,20.15999985,2.97,1.66,10.46,12.11999989,39.63414533,DA,FW,26,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,2,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.135104671,5.73,39,84.2,67.2,4.889999866,5.840000153,1.66,0.54,2.98,3.519999981,36.1941584,DA,FW,18.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,3,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.104588644,3.26,61.5,72,68,3.089999914,1.870000005,3.22,0.38,0.92,1.299999967,29.54431575,DA,FW,11.44,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,4,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.106411763,6.32,42,78.5,57.5,4.019999981,4.559999943,1.8,1.06,2.47,3.529999971,37.77777817,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,5,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.398621004,14.76,62,182.8,164.3,15.35000038,35.63999939,13.67,2.69,14.33,17.01999998,38.50775609,DA,FW,34.32,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,8,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.150577805,14.22,64,193.3,150.9,14.65999985,44.29000092,24.88,4.15,31.78,35.92999911,97.3583051,DA,FW,40.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,1,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.224910066,15.52,59.5,170.1,106.6,18.80999947,34.06000137,12.97,2.42,19.55,21.96999979,83.63342652,DA,FW,23.92,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,7,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.034263,6.35,57.5,72.5,64.5,1.139999986,3.029999971,1.84,0.48,1.25,1.730000019,33.27204184,DA,FW,9.36,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,12,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.163886443,9.57,71,121.4,115.9,5.139999866,11.56999969,4.3,1.86,7.46,9.319999814,31.36317919,DA,FW,11.44,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,13,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.616664991,14.26,120,210.5,162.5,22.04999924,45.06999969,19.48,3.97,33.1,37.07000089,35.75685267,DA,FW,34.32,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,17A,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.069848358,0,27.5,66,51.6,1.899999976,3.599999905,0.92,3.97,33.1,37.07000089,27.20178455,DA,FW,34.32,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,17B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.183834613,8.99,49,146.8,104.6,5.199999809,13.88000011,4.65,1.76,9.03,10.78999996,28.28629352,DA,FW,39.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,18,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,13,0.374481479,14.81,110,164.8,127.3,11.28999996,32.43999863,15.33,2.34,20.45,22.79000008,30.14835336,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,3,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.150291864,9.64,57.5,118.8,85.3,5.119999886,11.09000015,3.77,1.75,7.08,8.829999924,34.06704632,DA,FW,45.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,8,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.198463733,10.72,74.5,146.2,116.7,7,20.47999954,5.05,4.12,6.19,10.31,35.27092779,DA,FW,23.92,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,18,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,14,0.231103223,13.24,91.5,183.6,176.6,14.31000042,34.47000122,18.55,7.89,23.26,31.14999998,61.92038444,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,05A,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,14,0.488293698,17.76,119,241.7,221.2,31.98999977,82.48000336,41.82,12.1,76.03,88.13000011,65.51384935,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,05B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.098016,7.66,34,91.1,63.3,2.609999895,5.340000153,1.42,1.18,4.1,5.279999912,26.62830461,DA,FW,8.32,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,13,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.528498222,16.98,72.5,216.2,167.2,22.89999962,57.91999817,21.82,2.09,33.48,35.57000089,43.33032479,DA,FW,49.92,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,4,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.903635287,16.95,192.5,255.2,213.2,27.92000008,100.6699982,44.41,17.73,85.92,103.6499991,30.8974212,DA,FW,14.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,11,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.283928924,10.03,60,105.5,104,7.139999866,6.78000021,12.08,2.82,4.38,7.199999809,25.14713812,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,17,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.085621811,6.74,47,79.1,64.6,3.329999924,5.039999962,2.48,1.71,2.81,4.520000041,38.89195872,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,22,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.04216293,4.88,53,84.5,68.5,1.029999971,2.829999924,0.57,0.36,0.7,1.060000002,24.42904173,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,11,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,4,0.040248001,3.28,16.5,55.2,47.4,1.289999962,1.039999962,0.14,0.46,0.29,0.75,32.05127995,DA,FW,28.08,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,20,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.1088344,4.9,27.5,87,74.5,3.200000048,3.680000067,0.78,0.9,1.61,2.510000035,29.40246887,DA,FW,61.36,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,23,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.427264614,11.82,75.5,174.2,147.7,16.15999985,24.79999924,28.79,3.8,21.06,24.86000001,37.82199446,DA,FW,52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,24,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.077477801,8.14,19.5,112.3,76.3,4.119999886,8.960000038,0.68,0.9,4.82,5.720000029,53.17652046,DA,FW,31.2,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,26,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,24,0.796889741,16.25,142.5,215.9,187.9,23.15999985,58.72999954,40.01,3.77,61.56,65.32999921,29.06299161,DA,FW,12.48,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,33,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,33,0.54351727,17.36,111.5,179.5,132.5,20.67000008,65.16999817,27.8,7.58,60.49,68.07000136,38.03007046,DA,FW,44.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,35,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.658209945,11.91,91,198.6,187.1,22.04999924,36.79000092,14.79,3.24,12.76,15.99999976,33.49994844,DA,FW,35.36,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,37,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,13,0.328230077,13.08,64.5,159.1,127.1,10.32999992,23.57999992,8.68,1.17,9.55,10.72000003,31.47182613,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,6,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.466670366,12.45,55.5,212.7,163.7,15.81999969,45.00999832,11.96,2.89,17.44,20.3300004,33.89973063,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,7,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.273034644,13.74,47,218.8,173.3,12.43000031,45.25,5.59,3.52,20.2,23.71999955,45.52535949,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,10,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,0.232838896,9.2,49.5,103.9,99.9,7.119999886,8.680000305,4.87,1.18,17.37,18.55000019,30.57908285,DA,FW,10.4,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,6,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.355115885,11.6,107,201.2,172.2,13.32999992,38.25999832,13.09,4.8,16.03,20.82999992,37.53704205,DA,FW,23.92,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,9,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.477147236,11.55,76,156.6,145.1,15.51000023,23.92000008,17.08,2.25,11.16,13.40999973,32.50569022,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL2,11,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.240119971,12.92,55,148.8,114.8,6.96999979,17.34000015,5.49,1.21,6.62,7.830000162,29.02715576,DA,FW,24.96,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,02A,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.061558637,5.64,41.5,81,53.5,1.779999971,3.5,0.77,0.97,1.1,2.069999993,28.91551976,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,02B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.49590014,15.82,113,183.8,160.3,21.40999985,57.56999969,26.88,3.28,26.83,30.10999942,43.17401455,DA,FW,52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,7,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.186374331,10.58,49.5,138.4,117.4,6.46999979,16.62000084,7.1,0.54,5.89,6.430000126,34.71507991,DA,FW,27.04,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,9,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.057016212,3.32,30.5,44.5,38.5,1.480000019,1.470000029,0.61,0.29,0.23,0.519999996,25.95752976,DA,FW,12.48,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,11,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.411134512,13.23,63.5,151.7,129.2,15.56999969,46.65999985,25.31,5.89,45.5,51.38999963,37.87081654,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,9,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.077939581,6.72,51.5,95.6,80.1,2.779999971,8.619999886,1.91,2.21,5.9,8.109999895,35.66865446,DA,FW,2.08,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,13,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.197515277,8.77,72,110.5,100.5,7.110000134,12.69999981,5.08,2.47,6.72,9.189999938,35.99721617,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,20,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.007146,2.58,11.5,37.8,27.8,0.25,0.790000021,0.08,0.16,0.11,0.269999996,34.98460722,DA,FW,12.48,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,26,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.365392595,10.91,84.5,143.6,109.6,11.44999981,28.31999969,10.34,5,19.27,24.27000046,31.33615724,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,27,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.045917834,5.21,44,79.7,63.7,1.370000005,4.059999943,0.87,0.45,2.61,3.060000062,29.83590213,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,1,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.090601253,7.84,41.5,91.4,71.9,2.849999905,8.430000305,1.34,1.26,5.56,6.819999993,31.45651765,DA,FW,23.92,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,05A,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.033989999,3.34,30.5,62,39.2,1,1.980000019,0.31,0.37,0.49,0.859999999,29.4204183,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,9,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.157635306,9.27,46.5,157.2,101.2,6.090000153,24.80999947,7.47,1.48,7.88,9.360000134,38.63347811,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,15,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.118279333,6.08,87.79999924,128.5,72.5,3.599999905,17.5,4.23,1.05,12.2,13.24999982,30.43642374,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,16,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,16,0.471774045,14.12,94.5,210.8,173.8,13.18999958,58.83000183,17.69,1.7,52.33,54.03000045,27.9582985,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,6,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,15,0.379812505,12.87,99,139.4,134.4,10.30000019,19.45999908,15.84,3.9,20.56,24.46000028,27.11864423,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,13,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.022446999,7.04,14.5,60.5,50.5,0.779999971,2.910000086,0.23,0.5,1.19,1.689999998,34.74851872,DA,FW,42.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,8,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.05961762,6.86,31.75,72.9,62.9,2.099999905,4.880000114,1.53,0.48,1.78,2.259999961,35.2244842,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,06B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.29149876,11.1,76.5,214,160.5,11.10000038,38.25,7.82,5.24,13.06,18.29999948,38.07906559,DA,FW,32.24,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,07B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.276936767,8.28,71,149.8,98.8,10.77000046,25,9.62,1.81,14.3,16.11000037,38.88974579,DA,FW,21.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,11A,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.026923002,4.74,34,64.5,54.5,0.870000005,2.109999895,0.29,0.65,0.55,1.199999981,32.31437576,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,13,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.333078265,12.08,55,140,130,11.56999969,27.56999969,15.79,2.72,8.56,11.27999985,34.73657974,DA,FW,31.2,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,17,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.230499814,11.98,62.5,136.5,107.5,7.099999905,22.21999931,7.17,1.2,9.7,10.90000045,30.80262748,DA,FW,15.6,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,19,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.013278999,3.09,13,34,25,0.379999995,0.569999993,0.09,0.13,0.16,0.289999992,28.61661378,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,3,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.092705827,7.39,38.5,95.5,89,2.640000105,6.420000076,2.59,0.62,3.62,4.24000001,28.47717535,DA,FW,21.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,5,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0,2.67,12.5,30,20,0.349999994,0.50999999,0.08,0.22,0.15,0.370000001,#DIV/0!,DA,FW,29.12,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,08B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.444201759,13.61,72,199.1,170.1,16.26000023,50.20999908,17.36,2.5,15.87,18.37000036,36.60498842,DA,FW,27.04,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,12,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.467464421,17.74,71.5,237.8,174.3,24.07999992,95.23999786,22.53,3.03,29.2,32.2299993,51.51194148,DA,FW,30.16,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,20,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.173228178,9.62,73.5,151.8,120.8,6.230000019,24.04999924,6.19,3.67,11.38,15.05000019,35.96412605,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,1,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.012096,2.16,9.5,36.6,28.6,0.289999992,0.310000002,0.04,0.11,0.07,0.179999998,23.97486727,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,2,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,0.241645114,12.72,73,127.8,126.3,6.53000021,19.57999992,9.8,3.67,13.39,17.05999994,27.02310053,DA,FW,11.44,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,3,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.054114004,5.46,27.5,80.5,74.5,1.950000048,4.230000019,0.76,0.67,2.12,2.789999977,36.03503517,DA,FW,47.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,07B,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.095870176,9.18,30.5,99.5,64.5,4.510000229,9.829999924,2.68,1.32,5.72,7.040000081,47.04278665,DA,FW,40.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,13B,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.148104,7.44,48,110.1,104.1,5.610000134,9.350000381,2.01,0.97,4.5,5.469999909,37.87878865,DA,FW,38.48,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,16,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,26,1.194776855,23.35,147.5,220.1,204.1,39.06999969,147.0899963,85.98,11,105.13,116.1299992,32.70066667,DA,FW,23.92,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,22,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.455979395,12.4,86,136.8,126.8,14.10000038,18.56999969,22.07,5.08,22.21,27.28999949,30.92245075,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,28B,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.766400443,13.64,89.5,196.2,159.7,22.31999969,51.31999969,33.2,2.48,29.45,31.92999911,29.12315603,DA,FW,24.96,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,29,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.0132,3,13,28.5,16.5,0.400000006,0.400000006,0.11,0.12,0.36,0.479999997,30.30303119,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,2,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.106483265,6.8,41,74.1,69.6,3.089999914,5.050000191,1.95,0.93,2.98,3.910000026,29.01864351,DA,FW,32.24,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,3,MS
